video_id,title,views,likes,comments,shares,face_present,emotion,sentiment
pfLY_2f44pc,THE GRAY MAN | Official Tamil Trailer | Netflix India,786180,39454,716,0,0,Unknown,0.09960048209366391
POLixFkmK9A,THE GRAY MAN | Official Hindi Trailer | Netflix India,2704774,78690,1447,0,0,fear,0.11725393787499047
c1ICmUAe92E,THE GRAY MAN | Official Trailer | Netflix India,2483199,95592,3673,0,0,Unknown,0.09362269345238093
pkuE0gs60yk,"Shahid Kapoor & Mrunal Thakur Play Guess The Cricketer, And Other Games | Jersey | Netflix India",170033,4605,85,0,1,happy,0.14423859126984126
uHfOz-Fpg6k,"Is Darlings coming to Netflix? Alia Bhatt, Shefali Shah, Vijay Varma, Roshan Mathew | Netflix India",310016,6392,237,0,0,fear,0.09189867424242423
MI8VQmS7RRo,Pankaj Kapur & Shahid Kapoor’s Father-Son Bond | Jersey | Behind The Scenes | Netflix India,111918,2429,81,0,1,happy,0.2505434782608695
_XNqlYs0rO0,Ram Charan Saves Jr NTR At The Party | RRR (Hindi) Movie Scene | Netflix India,6901800,36218,718,0,1,neutral,0.10198376623376625
2v-_mzlRJfM,"Gangubai Kathiawadi, Jersey, RRR, Thar aur Beast! | There’s a #NetflixForAll | Netflix India",100677097,6069,171,0,1,sad,0.060946557971014496
1pEN3Q_2-6E,Spiderhead | Chris Hemsworth | Official Hindi Trailer | Netflix India,1978821,56473,678,0,1,neutral,0.04049722222222222
kIJdBtI9vjY,Spiderhead | Chris Hemsworth | Official Trailer | Netflix India,3363171,79740,1233,0,1,neutral,0.06146638032106781
ho0wk1SxaKs,The Strangest Interview Ever Ft. Varun Dhawan | Stranger Things | Netflix India,6001287,51986,977,0,1,fear,0.162603835978836
mI_LjbbYf08,Stranger Things Tamil Recap | Stranger Things-um 120 Rubaiyum | Netflix India,1305174,67622,1196,0,1,happy,0.008111111111111114
mI_LjbbYf08,Stranger Things Tamil Recap | Stranger Things-um 120 Rubaiyum | Netflix India,1305174,67622,1196,0,1,happy,0.008111111111111114
Bs4CskXw0Lw,Anil Kapoor Reacts to Anil Kapoor Memes | Thar | Netflix India,606517,25051,232,0,1,happy,0.2084537157287157
16Ffc-H3HM0,"Desert Delicacies ft. Anil Kapoor, Harshvarrdhan Kapoor and Fatima Sana Shaikh | Menu Please | Thar",195131,3332,133,0,1,sad,0.1942504365079365
JrPZQ8QV8n4,Prabhas Predicts Pooja Hegde’s Future | Radhe Shyam (Hindi) | Netflix India,3579865,31460,678,0,0,Unknown,0.10492777777777779
fCTWkSt8Kec,Prabhas & Pooja Hegde Talk For The First Time | Radhe Shyam (Hindi) | Netflix India,5693131,40115,908,0,1,angry,0.048161111111111106
CNn7cG-rJdM,Gangubai Wins The Election! | Alia Bhatt | Gangubai Kathiawadi | Netflix India,6198232,61831,851,0,1,happy,0.12641309523809524
KoLOdkpEiAw,Alia Bhatt's Speech In Azad Maidan | Gangubai Kathiawadi | Netflix India,8002758,100231,1046,0,1,neutral,0.17645303030303033
I7_TVa9rMhg,Stranger Things Season 3 Recap: Back To Hawkins! | Netflix India,236223,5855,117,0,1,sad,0.0636933668183668
ysKOLNgHRxY,If Gangubai Was In Your Office ft. @ShortsBreak_Official | Gangubai Kathiawadi | Netflix India,2533295,73752,555,0,1,happy,0.23612023809523816
8SdUGQkJYEs,"Thar | Official Trailer | Anil Kapoor, Harshvarrdhan Kapoor, Fatima Sana Shaikh | Netflix India",21590882,123422,2264,0,0,angry,0.18508510101010103
EV3liGzfdJ4,"Kids Quiz Abhishek Bachchan, Yami Gautam & Nimrat Kaur🤭 | Dasvi | Netflix India",1600293,25306,0,0,1,neutral,0.0
053t3PR0VEk,Gully Cricketers vs. Professional Cricketers: Who Will Win? | @RachitRojha | 83 | Netflix India,4020237,39960,803,0,1,neutral,0.145030303030303
Eh4dss4SDFI,"Busting The Most Popular LGBTQ+ Myths | @SushantDivgikarRaniKohenur, Anjali Sivaraman | Cobalt Blue",148845,5906,218,0,1,happy,0.22351274350649356
I25lMkfXh1U,Suriya Impresses Priyanka Mohan | Etharkkum Thunindhavan | Coming Soon | Netflix India,490210,7675,186,0,1,happy,0.023560416666666667
sc1iWvVtYAM,Can @triggeredinsaan Pass 10th Board Exams? | Dasvi | Netflix India,5062334,246245,4404,0,1,happy,0.049607231353715725
h37wR-Kp_Ng,Dulquer Salmaan’s Dating Tips ft. RJ Vijay | Hey Sinamika | Netflix India,309536,4292,77,0,1,neutral,0.17189588287299554
Evslg1cBbm8,"Cobalt Blue | Official Trailer | Prateik Babbar, Anjali Sivaraman, Neelay Mehendale | Netflix India",1771806,17630,1018,0,0,Unknown,0.1834863257575757
f2371CjayMA,Ozark: Season 4 | Part 2 Official Hindi Trailer | Netflix India,158024,2548,141,0,1,angry,0.16095275095275094
Iwj9SwOOw38,The Cast of Bridgerton Reacts to Bollywood Romances | Charithra Chandran and Nicola Coughlan,1193948,36917,556,0,1,happy,0.18730860671446603
_JC2nb3QGBY,Daya & Tapu Sena Go On A Fun Ride | Taarak Mehta Kka Chhota Chashmah | Netflix India,6386038,18455,0,0,1,surprise,0.0
lT_ud0NY_MU,"Mai | Official Trailer | Sakshi Tanwar, Raima Sen, Wamiqa Gabbi | Netflix India",17774483,138831,3031,0,0,sad,0.18737102272727277
-FrqlHlUgz4,"Dasvi | Official Trailer | Abhishek Bachchan, Yami Gautam, Nimrat Kaur | Netflix India",10874346,261003,7741,0,1,sad,0.23730065476190476
yBK1gUPR_48,"The BEST First Date Food | Rahul Bose, Vihaan Samat & Suchitra Pillai | Menu Please | Netflix India",135097,3409,74,0,1,sad,0.11384154040404038
J1Z0nSqCK3I,"The Eternally Confused Show ft. Vihaan Samat, @uroojashfaq9701, @BonusFeaturesWithYD and More!",208734,6606,109,0,1,happy,0.1793945637695638
iBhbSbVzGdk,"@tanmaybhat, Jim Sarbh & Vihaan Samat react to Eternally Confused & Eager for Love | Netflix India",479770,18461,336,0,1,happy,0.1270239898989899
ZjWdkkcmrio,"Sword Dance | Kim Tae-hyung, Choi Min-ho, Park Seo-joon & More | Hwarang: The Poet Warrior Youth",513671,14302,307,0,1,happy,0.15031544612794615
eknnOXJnVXM,"PRANKED on a date! | Aisha, @sakshi_shivdasani, @tarini_shah | Eternally Confused and Eager for Love",234150,7961,111,0,1,happy,0.1277456046075838
pBOIHeA-sfM,"We Have an Announcement! | Kareena Kapoor Khan, Jaideep Ahlawat, Vijay Varma | Netflix India",777009,10324,513,0,1,neutral,0.21010477855477852
Qg9a030KTGI,How To Be A Perfect Wife? | Bhumi Pednekar & Sheeba Chaddha | Badhaai Do | Netflix India,522952,6785,127,0,1,sad,0.28231938307969245
djC1_5uSlDA,"Can They Survive The Fame Game? | @Mythpat, @aishmrj, @RJAbhinavv, @DhanashreeVerma",1174152,40816,455,0,1,fear,0.11515236291486294
MCy9FQZnkLc,"The Bubble | Official Trailer | Vir Das, Pedro Pascal & more! | A Judd Apatow Comedy | Netflix India",261939,5662,292,0,1,neutral,0.0401693272005772
0CJIYcRHhx0,Trust No One: The Hunt for the Crypto King | Official Trailer | Netflix India,118844,2978,99,0,0,Unknown,0.12154368358913811
1vG53O6cdYI,@irfansview1 & Kishen Das Try Food From Chennai’s Popular Messes | Menu Please | Netflix India,679093,18199,362,0,1,happy,0.11423016811454312
p9ZABBSa3vE,Akshay Kumar’s Action Packed Chase Scene | Sooryavanshi | Netflix India,1939846,18245,696,0,1,neutral,0.10585089285714284
Dpo_522-N_I,The Game Changer ft. Madhuri Dixit And Karan Johar | The Fame Game | Netflix India,305018,4293,272,0,1,happy,0.21630964015151505
pEMdMQe8DNc,Kathal | Official Announcement | Sanya Malhotra | Netflix India,697717,10034,230,0,1,neutral,0.1450137445887446
oEgFgA022jM,Allu Arjun Just Can’t Lie | Ala Vaikhuntapurramuloo | Netflix India,1044147,8963,96,0,1,happy,0.12804957599478145
bGf_MAzDQKg,When You Are A K-Drama Fan | @radhikabangiaofficialchannel | Netflix India,777019,35097,1259,0,1,angry,0.17006952535890035
JwKDASotCxk,"The Adam Project | Official Trailer | Ryan Reynolds, Mark Ruffalo & More! | Netflix India",234660,10079,279,0,1,sad,0.13860236742424242
eToHipi_utc,Dupatta Mera: Official Music Video | Madhuri Dixit | The Fame Game | Netflix India,11199007,118522,3376,0,0,Unknown,0.11406428571428572
GVUxdV5qs1U,Jethalal & Bapuji Shocked By Daya's Garba | Taarak Mehta Kka Chhota Chashmah | Netflix India,12839971,134890,0,0,1,Unknown,0.0
iqnD2I7KWgs,Breaking Bad Tamil Recap ft. RJ Balaji | Breaking Bad-um 120 Rubaiyum | Netflix India,1127256,52373,1279,0,1,happy,-0.012208333333333321
Zd65VbG8GnI,When Your Parents Find You A Date | Eternally Confused and Eager for Love | Netflix India,1132682,14012,315,0,0,Unknown,0.10746504629629633
t3nNxjex2CI,"@BLACKPINK Sings ""Lean On"" 🎶 | BLACKPINK: Light Up The Sky | Netflix India",3082968,110207,1098,0,0,Unknown,0.10259298115079364
hDulf7189zs,Hrithik Roshan vs. Aishwarya Rai Bachchan | Jodhaa Akbar | Netflix India,2461438,16919,395,0,1,sad,0.12636301729024943
gdbNjetarbk,Tiger Shroff’s Amazing Martial Arts Training | Baaghi | Netflix India,297056,4966,130,0,1,angry,0.14377584175084174
Cz0JljAqEms,"Night Shift ft. Arun Pradeep, Raffi DQ | Malayalam Sketch | Money Heist | Netflix India",2563267,86901,1305,0,1,neutral,0.04424821428571429
Ilxpl3eYO0k,"Meet the Anands | The Fame Game | Madhuri Dixit Nene, Sanjay Kapoor, Manav Kaul | Netflix India",351071,4914,105,0,1,happy,0.15334635832004254
ZHGLjlSzOCU,Eternally Confused and Eager for Love | Official Trailer | Netflix India,10978466,12885,513,0,1,angry,0.14749887126762126
GQpMA_vJJJo,All of Us Are Dead 😱 ft. @SherryShroff | @tanmaybhat Reacts | Netflix India,554669,29073,953,0,1,happy,0.11956403190063902
KBOuXYrNVYc,Matched@Netflix | Ep. 2: Will She Find Her Valentine? | Netflix India,154726,5426,449,0,1,happy,0.11351860119047616
2Zb9MvbVYO8,Humare Zamane Ka Valentine’s ft. Neena Gupta & Gajraj Rao | Netflix India,297990,7726,148,0,0,Unknown,0.28286837121212116
xI1YfAfEdSo,Madhuri Dixit Nene Reacts To Your Comments | The Fame Game | Netflix India,109890,4352,162,0,1,happy,0.30918025793650794
-QcgufU_3fA,"The Adam Project | Official Teaser | Ryan Reynolds, Mark Ruffalo & More | Netflix India",706337,34877,935,0,0,Unknown,0.15324583333333333
2EnMuY1g664,"The Fame Game | Official Trailer | Madhuri Dixit Nene, Sanjay Kapoor, Manav Kaul | Netflix India",22044899,79397,2315,0,1,happy,0.14677504208754205
eiiCdxfyRUA,Matched@Netflix | Ep 1: Ek Vishesh Love Story |  @VisheshMilind | Netflix India,560491,30046,1679,0,1,happy,0.11480357142857141
jH3BM2fHhtM,Vikings: Valhalla | Official Trailer | Netflix India,249717,9672,611,0,1,angry,0.09165815746753246
L9J8Jd9VagY,All of Us Are Dead | Meet the Cast | Netflix India,645252,26489,975,0,1,neutral,0.16758481309305176
cX9_dOJvt1w,"Taapsee Pannu PRANKS Shayan Roy, Taaruk Raina, @TheTaneeshow and @JakeSitlani | Looop Lapeta",137635,5442,102,0,1,sad,0.13344189016602812
t7cLWHX-ZxU,Netflix 2022 Movie Preview | Official Trailer | New Movies Every Week | #NetflixForAll,261554,7638,318,0,1,sad,0.05668965773809524
5LkK9e7Zbqo,All Of Us Are Dead | Behind The Scenes | Netflix India,4907509,59161,1437,0,0,Unknown,0.12515467171717176
gp1-SO8TRBU,Shriya Saran Revisits Sivaji ft. Kishen Das | Netflix India,1104845,25856,340,0,1,happy,0.17314305104617617
Mf43MkmBZrI,Taapsee Pannu and Tahir Raj Bhasin Take The Smoothie Challenge | Looop Lapeta | Netflix India,196991,4234,68,0,1,happy,0.1960626102292769
4E1AuVKIsg4,Nani Takes Sai Pallavi On A Boat Ride | Shyam Singha Roy | Netflix India,276355,6188,220,0,0,neutral,0.2657489583333334
07DUyY1inxM,Kapil Gets a New Job | Kapil Sharma: I’m Not Done Yet is Now Streaming | Netflix India,1400174,51037,332,0,1,angry,0.25232678571428574
Ba7Ken9fO0w,"Yeh Kaali Kaali Ankhein | Behind the Scenes | Tahir Raj Bhasin, Shweta Tripathi Sharma, Anchal Singh",212287,5182,185,0,1,neutral,0.19379880952380954
PqPg8Kx18mY,"Looop Lapeta Title Track | Music Video | Taapsee Pannu, Tahir Raj Bhasin | Netflix India",173235,3608,129,0,1,neutral,0.10262003968253967
2OvbNYON_nQ,Mighty Little Bheem’s Trip To The Moon | Netflix India,2686528,11130,0,0,0,happy,0.0
DqKFx0F7kls,Why You Shouldn't Mess With Yogi Babu | Doctor | Netflix India,8695396,79671,583,0,1,happy,0.07633333333333334
0cdapmsgRhI,Tahir Raj Bhasin Meets Anchal Singh | Yeh Kaali Kaali Ankhein | Netflix India,443412,6559,193,0,1,neutral,0.161539101330768
TK7AzkVgrqk,Bhaari Drop | #NetflixForAll | Netflix India,5057124,4691,103,0,1,Unknown,0.1808970881656067
AJZZi-vibHI,Money Heist: Korea - Joint Economic Area | Title Announcement | Netflix India,876876,36198,1554,0,0,Unknown,0.11586950757575759
jBLCQPhv8p0,"Presenting the Yeh Kaali Kaali Ankhein Kajal | Shweta Tripathi Sharma, Anchal Singh | Netflix India",181147,4575,152,0,1,neutral,0.26197838966588965
AwIoGj6GvEM,All of Us Are Dead | Official Trailer | Netflix India,978009,27086,1082,0,1,surprise,0.08022916666666667
